"corp_code","induty_code"
"01208751","261"
"01208821","5821"
"01208849","292"
"01208885","35200"
"01210066","63991"
"01210190","5821"
"01210677","721"
"01211232","292"
"01213586","26329"
"01214248","108"
"01214743","144"
"01215618","2812"
"01217014","58222"
"01217795","21100"
"01217829","20423"
"01217865","108"
"01218299","716"
"01219155","108"
"01221752","20495"
"01221947","24229"
"01222113","58222"
"01222432","15129"
"01222867","213"
"01223219","28202"
"01226234","70113"
"01226270","22211"
"01226410","20423"
"01227039","211"
"01228515","721"
"01229240","46499"
"01230255","11112"
"01231786","262"
"01232192","21212"
"01233465","212"
"01234297","201"
"01234507","104"
"01234525","66199"
"01235296","701"
"01236286","649"
"01236532","713"
"01236897","212"
"01237434","63120"
"01237540","2629"
"01238169","108"
"01242241","582"
"01243161","108"
"01243550","6619"
"01243772","66199"
"01244601","66199"
"01245062","211"
"01246034","27199"
"01246742","25923"
"01247918","661"
"01250374","582"
"01251489","582"
"01251577","582"
"01251595","70113"
"01253636","107"
"01255652","204"
"01256864","211"
"01257526","66199"
"01257872","281"
"01258020","212"
"01258428","212"
"01258507","108"
"01258710","29299"
"01259056","5821"
"01259232","339"
"01259311","47912"
"01259418","28909"
"01261644","29280"
"01261893","272"
"01262023","467"
"01262032","62021"
"01262458","221"
"01263022","47122"
"01263527","701"
"01264234","29271"
"01264438","59113"
"01264872","582"
"01265251","701"
"01267170","20202"
"01267222","59111"
"01267550","58222"
"01267602","271"
"01267684","762"
"01267958","271"
"01267967","271"
"01270749","261"
"01274310","27199"
"01274329","201"
"01275489","212"
"01275665","27199"
"01276026","211"
"01276327","59120"
"01276594","6811"
"01276901","759"
"01277928","66199"
"01281541","70113"
"01283974","20423"
"01284751","26129"
"01284876","582"
"01286476","25924"
"01288410","139"
"01288827","29271"
"01290132","582"
"01290248","5821"
"01290381","739"
"01291317","28202"
"01292291","26112"
"01293388","70113"
"01293485","29299"
"01293953","582"
"01297898","58222"
"01299106","103"
"01299203","739"
"01301252","20121"
"01301623","261"
"01302853","262"
"01303029","59201"
"01305249","649"
"01305869","339"
"01307335","144"
"01307593","29271"
"01309069","262"
"01309388","582"
"01309421","29271"
"01309795","264"
"01310269","411"
"01310773","28909"
"01311055","639"
"01311286","27199"
"01311310","292"
"01311408","28202"
"01315042","58221"
"01316227","2050"
"01316236","201"
"01316245","281"
"01316254","205"
"01318261","464"
"01318933","261"
"01319808","23311"
"01319899","211"
"01323032","45120"
"01325429","292"
"01325979","2413"
"01326260","66199"
"01326279","284"
"01326792","582"
"01327092","26112"
"01327746","701"
"01328170","20423"
"01328639","64992"
"01329957","212"
"01332137","701"
"01335143","21309"
"01335453","475"
"01335578","591"
"01335790","701"
"01335851","70113"
"01335930","70113"
"01336285","661"
"01336373","70113"
"01336391","661"
"01336443","303"
"01336461","29280"
"01336735","271"
"01336762","58222"
"01337017","13992"
"01337114","13221"
"01337220","661"
"01338724","5821"
"01341630","58222"
"01343665","26299"
"01343735","591"
"01343920","66199"
"01344202","582"
"01344336","582"
"01344363","273"
"01344752","27199"
"01344831","582"
"01345724","582"
"01350638","739"
"01350869","64992"
"01351080","70113"
"01351114","661"
"01351822","66199"
"01352575","108"
"01353024","204"
"01353848","272"
"01354740","3330"
"01357446","27213"
"01357765","70113"
"01358463","291"
"01359736","261"
"01359815","292"
"01360875","28202"
"01363818","681"
"01363924","20422"
"01364297","591"
"01364747","26112"
"01365038","261"
"01365384","72129"
"01365825","29271"
"01366000","292"
"01366365","661"
"01366824","16101"
"01367586","204"
"01368354","739"
"01368637","29299"
"01370863","261"
"01371312","661"
"01372782","58221"
"01373709","261"
"01374443","70113"
"01374717","639"
"01375822","70113"
"01376715","70113"
"01381391","461"
"01381984","58222"
"01383229","29271"
"01383779","204"
"01384477","143"
"01384787","58212"
"01385050","27199"
"01386916","282"
"01387164","211"
"01388631","463"
"01390344","31113"
"01390399","620"
"01390876","66199"
"01391033","681"
"01391103","639"
"01393299","661"
"01393721","265"
"01394377","681"
"01394669","203"
"01395279","66199"
"01396676","311"
"01396931","27112"
"01397620","58222"
"01397772","70113"
"01397903","739"
"01398151","582"
"01399071","70113"
"01402995","29299"
"01405390","26212"
"01405451","58222"
"01405585","474"
"01406265","591"
"01406618","271"
"01407158","582"
"01408999","582"
"01409022","70113"
"01409095","582"
"01412725","28111"
"01412822","26299"
"01412938","30201"
"01413371","213"
"01414361","66199"
"01414370","66199"
"01414422","85503"
"01414936","66199"
"01415892","681"
"01416235","58212"
"01416457","66199"
"01416572","222"
"01416642","264"
"01418260","58221"
"01418543","66199"
"01419135","20423"
"01419205","27199"
"01419384","66199"
"01419986","66199"
"01423837","58222"
"01423916","70111"
"01428203","2311"
"01428249","6499"
"01429220","29299"
"01429840","58221"
"01430475","6811"
"01432598","739"
"01435489","28111"
"01436336","66199"
"01436479","582"
"01436558","68112"
"01436628","681"
"01437186","681"
"01437292","681"
"01437432","70113"
"01437858","271"
"01440153","29272"
"01440481","6619"
"01441611","58221"
"01442115","73909"
"01442966","681"
"01444380","262"
"01445440","26299"
"01447217","66199"
"01447244","66199"
"01448544","10897"
"01450105","661"
"01453670","108"
"01453944","26519"
"01454341","58222"
"01455410","27199"
"01455492","85669"
"01456011","58222"
"01458161","291"
"01459212","292"
"01462605","28123"
"01462739","5822"
"01466832","58221"
"01467336","29293"
"01467451","581"
"01468061","71310"
"01472930","58222"
"01475609","681"
"01476219","261"
"01478712","2622"
"01480568","109"
"01480708","70111"
"01480780","6812"
"01487446","739"
"01488320","29299"
"01489648","204"
"01491607","109"
"01492217","211"
"01492651","70113"
"01492688","71310"
"01493535","713"
"01493793","27219"
"01494118","27112"
"01494154","70113"
"01495180","70113"
"01497124","649"
"01497142","58221"
"01497373","701"
"01497869","64992"
"01498576","58222"
"01498974","271"
"01504211","2711"
"01504804","66199"
"01504910","661"
"01505186","261"
"01505450","649"
"01505469","661"
"01506617","701"
"01506848","27199"
"01506990","266"
"01507722","27199"
"01507810","27199"
"01508855","901"
"01510489","70113"
"01511558","70130"
"01512575","58222"
"01513404","66199"
"01513440","27219"
"01513699","59113"
"01514005","582"
"01514227","27199"
"01514519","66199"
"01514528","66199"
"01514698","339"
"01515323","28202"
"01515864","26112"
"01516368","58222"
"01516456","701"
"01516766","292"
"01516890","582"
"01518506","901"
"01519790","292"
"01524093","412"
"01524118","291"
"01524507","58222"
"01526806","303"
"01526949","66199"
"01528141","26291"
"01528530","661"
"01532603","30399"
"01534522","661"
"01534577","46443"
"01535150","68112"
"01535257","661"
"01538528","20499"
"01540453","26112"
"01540815","47520"
"01544468","211"
"01546101","29299"
"01547933","141"
"01549472","22213"
"01553129","20423"
"01555215","272"
"01559637","467"
"01562589","64992"
"01563667","612"
"01563922","29299"
"01566248","204"
"01567520","66199"
"01568413","14111"
"01568875","661"
"01569102","264"
"01569838","66199"
"01571107","582"
"01572489","661"
"01573284","292"
"01573336","27309"
"01573381","29271"
"01573974","661"
"01574760","661"
"01575361","11112"
"01575839","27199"
"01576102","6811"
"01576713","661"
"01579020","213"
"01579570","58221"
"01580178","66199"
"01582228","661"
"01583397","66199"
"01583652","58221"
"01583953","72129"
"01584183","26112"
"01584934","63991"
"01585155","58222"
"01586172","66199"
"01586455","32099"
"01587056","29272"
"01588189","29299"
"01590528","27112"
"01590980","58222"
"01591262","649"
"01591606","66199"
"01592049","29280"
"01593242","66199"
"01593668","262"
"01594764","66199"
"01594791","29280"
"01596425","64992"
"01596656","759"
"01596665","661"
"01601222","222"
"01601286","66199"
"01602638","58221"
"01604371","661"
"01605282","591"
"01605529","58222"
"01612608","66199"
"01613281","661"
"01616482","661"
"01616808","661"
"01619513","66199"
"01620713","66199"
"01621280","661"
"01622331","620"
"01622720","68112"
"01624162","661"
"01626391","70129"
"01631658","66199"
"01632851","66199"
"01632912","701"
"01636565","31311"
"01638387","29271"
"01641600","33999"
"01649204","20423"
"01652970","661"
"01656374","66199"
"01657197","204"
"01658266","66199"
"01658831","211"
"01663055","661"
"01663116","29175"
"01663569","21309"
"01663639","66199"
"01667592","66199"
"01669226","68112"
"01669475","66199"
"01670675","661"
"01671197","66199"
"01671601","212"
"01672053","661"
"01672114","66199"
"01674468","66199"
"01674538","6619"
"01675014","66199"
"01675227","66199"
"01675254","6619"
"01675421","661"
"01676642","2611"
"01676989","66199"
"01677429","66199"
"01677678","66199"
"01678312","27309"
"01678835","66199"
"01680131","27199"
"01682740","661"
"01683387","66199"
"01685251","620"
"01686427","27211"
"01686755","26299"
"01688346","661"
"01688896","6811"
"01689035","27212"
"01689266","582"
"01689336","66199"
"01689938","66199"
"01690235","661"
"01692321","66199"
"01693922","66199"
"01695498","465"
"01696275","661"
"01696451","661"
"01700374","66199"
"01700587","31311"
"01700921","66199"
"01701328","66199"
"01701753","66199"
"01702017","16102"
"01702424","66199"
"01703849","90199"
"01704680","59111"
"01705625","66199"
"01705777","6619"
"01706794","26112"
"01706819","66199"
"01712485","45110"
"01712616","66199"
"01714997","64201"
"01717170","66199"
"01718407","152"
"01719105","66199"
"01721809","471"
"01722437","47111"
"01724338","66199"
"01724417","66199"
"01724709","66199"
"01725160","661"
"01725577","66199"
"01728167","63991"
"01731453","64999"
"01738483","66199"
"01744703","66199"
"01747977","20499"
"01751448","66199"
"01760640","6619"
"01760738","20129"
"01761296","66199"
"01762569","20111"
"01764099","29222"
"01765256","24122"
"01765265","241"
"01766167","66199"
"01767494","66199"
"01770203","2321"
"01775952","66199"
"01781847","66199"
"01784394","501"
"01784914","58221"
"01785056","66199"
"01785551","66199"
"01785700","661"
"01786514","661"
"01787072","66191"
"01791321","66199"
"01791561","66199"
"01792791","66199"
"01792825","661"
"01796858","66199"
"01797440","66199"
"01798722","66199"
"01798980","66199"
"01800285","66199"
"01801822","66199"
"01803927","47430"
"01804476","661"
"01806951","474"
"01807729","66199"
"01807738","66199"
"01807747","661"
"01809569","66199"
"01810796","66199"
"01813377","66199"
"01814233","66199"
"01814312","66199"
"01814589","6491"
"01815764","661"
"01816268","66199"
"01817081","411"
"01817249","66199"
"01817610","66199"
"01818682","66199"
"01819867","66199"
"01834194","661"
"01841635","66199"
"01845534","66199"
"01845701","6619"
"01847550","66199"
"01851650","66199"
"01853214","66199"
"01854392","66199"
"01854408","661"
"01854763","64999"
"01857991","649"
"01860010","27199"
"01866528","661"
"01866926","66199"
"01867749","58221"
"01867758","64992"
"01872219","66199"
"01872893","27199"
"01873272","66199"
"01875146","661"
"01877126","661"
"01880801","642"
"01881800","661"
"01882845","64992"
